"","Rk","Player","Pos","Age","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"219","219","Nate Hinton","SG",24,15,0,5,0.7,1.7,0.423,0.5,0.9,0.5,0.3,0.8,0.333,0.558,0.3,0.3,0.8,0.5,1,1.5,0.7,0.2,0.1,0.2,0.7,2.2,"17.6",".585",".538",".192","9.9","21.7","15.7","18.6","1.9","2.5","9.6","17.7","0.2","0.1","0.3",".187","1.9","1.7","3.6","0.1"
"220","220","D'Moi Hodge","SG",25,7,0,5.9,0.7,2.1,0.333,0.4,1.7,0.25,0.3,0.4,0.667,0.433,0.1,0.3,0.5,0,0,0,0.7,0.1,0.1,0.1,0.6,2,"6.1",".441",".800",".133","0.0","0.0","0.0","15.6","1.2","2.1","5.9","17.8","0.0","0.0","0.0","-0.019","-3.7","-2.6","-6.3","0.0"
"221","221","Aaron Holiday","PG",27,78,1,16.3,2.4,5.3,0.446,1.1,2.8,0.387,1.3,2.6,0.51,0.547,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,"11.5",".578",".520",".151","1.9","8.5","5.2","15.4","1.6","0.4","10.6","16.7","1.3","1.2","2.5",".094","-1.8","0.3","-1.5","0.2"
"222","222","Jrue Holiday","PG",33,69,69,32.8,4.8,10,0.48,2,4.7,0.429,2.8,5.3,0.526,0.581,0.9,1,0.833,1.2,4.2,5.4,4.8,0.9,0.8,1.8,1.6,12.5,"14.4",".597",".467",".104","4.2","13.2","8.9","19.3","1.3","2.1","14.7","16.3","3.3","3.0","6.3",".133","1.0","1.1","2.1","2.4"
"223","223","Justin Holiday","SG",34,58,9,14.9,1.5,3.3,0.454,0.9,2.3,0.404,0.6,1,0.569,0.595,0.1,0.1,0.75,0.2,1.1,1.2,1.2,0.6,0.2,0.2,1.2,4,"9.7",".598",".701",".021","1.2","7.8","4.6","9.5","2.1","0.9","6.7","10.6","0.9","0.9","1.8",".101","-2.5","0.9","-1.6","0.1"
"224","224","Richaun Holmes","C",30,40,10,13.9,2.1,3.7,0.558,0,0.1,0.333,2,3.6,0.563,0.561,0.9,1.2,0.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5,"14.5",".593",".020",".320","13.7","21.8","17.7","6.0","0.9","2.9","12.5","14.7","0.8","0.5","1.3",".114","-2.4","-0.8","-3.3","-0.2"
"225","225","Chet Holmgren","C",21,82,82,29.4,6.2,11.6,0.53,1.6,4.3,0.37,4.6,7.4,0.623,0.598,2.7,3.4,0.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5,"20.4",".632",".366",".289","6.2","23.1","15.0","11.6","1.1","7.3","10.9","21.6","4.6","4.4","8.9",".178","1.8","1.5","3.4","3.3"
"226","226","Jalen Hood-Schifino","SG",20,21,0,5.2,0.5,2.1,0.222,0.1,0.7,0.133,0.4,1.4,0.267,0.244,0.6,1,0.6,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6,"-1.5",".316",".333",".444","2.1","10.7","6.6","9.1","1.3","1.6","14.3","24.9","-0.6","0.1","-0.5","-0.222","-12.4","-3.7","-16.1","-0.4"
"227","227","Al Horford","C",37,65,33,26.8,3.3,6.4,0.511,1.7,4,0.419,1.6,2.5,0.658,0.64,0.4,0.5,0.867,1.3,5.1,6.4,2.6,0.6,1,0.7,1.4,8.6,"15.0",".650",".616",".072","5.3","19.7","12.8","12.3","1.1","3.1","10.0","12.0","3.5","2.7","6.2",".172","1.7","2.0","3.6","2.5"
"228","228","Talen Horton-Tucker","PG",23,51,11,19.8,3.6,9.1,0.396,1.2,3.6,0.33,2.4,5.5,0.438,0.46,1.7,2.1,0.807,0.4,2,2.4,3.5,0.9,0.4,1.3,1.8,10.1,"13.4",".503",".391",".234","2.3","10.8","6.6","25.5","2.2","1.7","11.2","24.0","0.3","0.5","0.8",".039","-0.9","-0.4","-1.2","0.2"
"229","229","Danuel House Jr.","SF",30,34,4,15,1.4,3.1,0.448,0.4,1.5,0.3,0.9,1.6,0.582,0.519,1,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,"8.5",".575",".476",".438","3.4","9.3","6.3","7.2","1.5","0.9","13.2","12.2","0.3","0.4","0.7",".066","-3.4","-0.5","-4.0","-0.3"
"230","230","Caleb Houstan","SF",21,59,13,13.8,1.4,3.5,0.388,1.2,3.3,0.373,0.1,0.2,0.615,0.563,0.4,0.4,0.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1,4.3,"8.3",".582",".937",".126","4.0","8.1","6.1","4.8","0.9","0.5","6.9","12.5","0.7","0.8","1.5",".089","-1.4","-0.5","-1.9","0.0"
"231","231","Jett Howard","SF",20,18,0,3.7,0.6,1.7,0.333,0.4,1.4,0.28,0.2,0.3,0.6,0.45,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,0.2,1.6,"8.6",".457",".833",".133","1.7","10.6","6.1","13.0","1.5","2.8","8.6","22.7","-0.1","0.1","0.0",".005","-1.4","-0.3","-1.8","0.0"
"232","232","Kevin Huerter","SG",25,64,59,24.4,3.9,8.8,0.443,1.9,5.3,0.361,2,3.4,0.571,0.553,0.6,0.7,0.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1,10.2,"12.4",".564",".609",".084","2.7","13.6","8.0","14.4","1.4","1.3","8.4","17.3","1.5","1.4","2.9",".089","-0.5","-0.4","-0.8","0.5"
"233","233","Jay Huff","C",25,20,0,2.5,0.5,0.8,0.6,0.2,0.5,0.333,0.3,0.3,1,0.7,0.1,0.1,1,0.1,0.5,0.6,0.1,0.1,0.2,0.1,0.5,1.2,"18.5",".724",".600",".133","4.7","19.8","12.4","5.6","2.0","5.2","5.9","15.0","0.1","0.1","0.2",".212","-0.3","1.6","1.3","0.0"
"234","234","De'Andre Hunter","SF",26,57,37,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,"12.7",".595",".459",".296","1.9","12.9","7.2","7.3","1.1","0.9","10.0","20.6","1.6","0.6","2.2",".062","-0.9","-1.5","-2.4","-0.2"
"235","235","Matthew Hurt","PF",23,8,0,14.1,1.5,4.3,0.353,0.6,2.5,0.25,0.9,1.8,0.5,0.426,0.4,0.4,1,1.1,0.9,2,0.5,0.4,0.4,0.3,1,4,"8.4",".453",".588",".088","8.4","7.1","7.7","5.1","1.3","2.5","5.4","14.2","0.0","0.1","0.1",".031","-3.0","-0.7","-3.7","-0.1"
"236","236","Bones Hyland","PG",23,37,5,14.6,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.474,0.5,0.6,0.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,"10.8",".490",".538",".092","1.1","10.1","5.7","24.5","2.4","0.7","14.4","24.8","-0.5","0.5","0.0",".003","-2.8","-0.8","-3.6","-0.2"
"237","237","Joe Ingles","SF",36,68,0,17.2,1.5,3.3,0.436,1,2.4,0.435,0.4,1,0.439,0.59,0.4,0.5,0.824,0.3,1.8,2.1,3,0.6,0.1,1,1.3,4.4,"10.6",".612",".709",".150","1.8","12.6","7.1","23.0","1.8","0.4","21.7","11.6","1.1","1.5","2.6",".108","-1.7","1.2","-0.5","0.5"
"238","238","Brandon Ingram","SF",26,64,64,32.9,7.8,15.9,0.492,1.3,3.8,0.355,6.5,12.1,0.534,0.534,3.8,4.8,0.801,0.7,4.4,5.1,5.7,0.8,0.6,2.5,2.3,20.8,"18.2",".578",".238",".302","2.3","14.7","8.6","26.7","1.2","1.9","12.4","27.2","2.7","2.4","5.1",".117","1.4","-0.3","1.2","1.7"
"239","239","Kyrie Irving","SG",31,58,58,35,9.7,19.5,0.497,3,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.905,0.8,4.2,5,5.2,1.3,0.5,1.8,1.9,25.6,"21.9",".608",".372",".186","2.4","13.2","7.8","23.8","1.7","1.2","8.0","28.1","4.9","2.0","6.9",".163","4.8","0.1","4.9","3.6"
"240","240","Jonathan Isaac","PF",26,58,2,15.8,2.5,4.9,0.51,0.7,1.9,0.375,1.8,3,0.598,0.584,1,1.4,0.72,1.3,3.2,4.5,0.5,0.7,1.2,0.5,1.1,6.8,"19.2",".610",".392",".287","9.3","24.2","16.7","4.8","2.3","7.1","7.7","16.7","1.5","2.1","3.6",".188","1.4","2.4","3.8","1.4"
"241","241","Jaden Ivey","SG",21,77,61,28.8,5.4,12.6,0.429,1.6,4.8,0.336,3.8,7.8,0.485,0.492,2.9,3.9,0.749,1.1,2.3,3.4,3.8,0.7,0.5,2.5,2.6,15.4,"12.4",".536",".379",".311","4.3","9.1","6.6","20.2","1.2","1.6","14.7","24.9","-0.5","1.0","0.5",".010","-1.4","-1.7","-3.1","-0.6"
"242","242","Andre Jackson Jr.","SG",22,57,8,10,0.9,1.8,0.5,0.3,0.8,0.37,0.6,0.9,0.611,0.585,0.1,0.2,0.727,0.8,1.2,2,0.9,0.3,0.1,0.5,1.6,2.2,"8.5",".596",".460",".110","8.4","13.1","10.8","10.8","1.3","0.9","21.1","10.0","0.5","0.5","1.0",".081","-3.6","0.0","-3.6","-0.2"
"243","243","GG Jackson II","PF",19,48,18,25.7,5,11.7,0.428,2.1,6,0.357,2.9,5.8,0.502,0.519,2.4,3.2,0.752,1.1,3,4.1,1.2,0.6,0.5,1.4,1.3,14.6,"13.7",".554",".508",".272","4.5","13.2","8.7","8.0","1.1","1.8","9.3","24.2","0.2","1.1","1.2",".048","-0.2","-1.8","-2.0","0.0"
"244","244","Isaiah Jackson","C",22,59,3,13.1,2.6,3.9,0.665,0,0.1,0,2.6,3.9,0.677,0.665,1.2,1.7,0.716,1.6,2.4,4,0.8,0.6,1,0.7,2.3,6.5,"21.5",".689",".017",".438","13.8","21.2","17.5","8.3","2.1","6.3","12.3","17.2","2.2","1.1","3.3",".204","0.3","1.4","1.7","0.7"
"245","245","Jaren Jackson Jr.","C",24,66,66,32.2,7.8,17.6,0.444,1.8,5.5,0.32,6,12.1,0.501,0.494,5.1,6.3,0.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5,"17.4",".552",".315",".359","4.2","15.0","9.4","13.1","1.8","4.7","10.6","30.4","0.2","2.8","3.0",".067","0.0","0.4","0.4","1.3"
"246","246","Justin Jackson","SF",28,2,0,0.5,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"0.0","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0",".031","-6.3","-1.2","-7.5","0.0"
"247","247","Quenton Jackson","PG",25,3,0,3.7,0,0.3,0,0,0,NA,0,0.3,0,0,0.7,0.7,1,0,1.3,1.3,0.7,0.3,0,0,0.3,0.7,"16.1",".532",".000","2.000","0.0","41.2","20.6","18.6","4.3","0.0","0.0","7.2","0.0","0.0","0.0",".203","-3.5","6.8","3.3","0.0"
"248","248","Reggie Jackson","PG",33,82,23,22.2,4,9.2,0.431,1.2,3.5,0.359,2.7,5.8,0.475,0.499,1,1.2,0.806,0.4,1.5,1.9,3.8,0.5,0.2,1.3,1.8,10.2,"11.7",".521",".376",".130","2.1","7.2","4.7","23.0","1.2","0.6","11.7","21.7","0.6","1.5","2.1",".056","-1.8","-1.5","-3.2","-0.6"
"249","249","Trayce Jackson-Davis","PF",23,68,16,16.6,3.4,4.9,0.702,0,0,0,3.4,4.9,0.704,0.702,1.1,1.9,0.561,2,3,5,1.2,0.4,1.1,0.7,1.6,7.9,"21.6",".692",".003",".398","13.1","19.4","16.3","10.4","1.2","6.1","11.2","16.4","3.2","1.6","4.8",".205","1.5","1.2","2.8","1.4"
"250","250","LeBron James","PF",39,71,71,35.3,9.6,17.9,0.54,2.1,5.1,0.41,7.5,12.8,0.592,0.599,4.3,5.7,0.75,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1,25.7,"23.7",".630",".286",".318","2.8","19.3","11.5","37.5","1.7","1.3","14.5","29.2","5.7","2.8","8.5",".164","5.5","0.9","6.5","5.4"
"251","251","Jaime Jaquez Jr.","SF",22,75,20,28.2,4.5,9.3,0.489,0.9,2.7,0.322,3.7,6.6,0.558,0.536,1.9,2.3,0.811,1.1,2.7,3.8,2.6,1,0.3,1.5,2.2,11.9,"12.9",".574",".290",".251","4.4","11.0","7.6","13.9","1.8","0.9","12.4","18.7","1.4","2.7","4.0",".092","-2.2","0.3","-1.9","0.1"
"252","252","DeJon Jarreau","SG",26,9,0,16.7,1.9,5.6,0.34,0.4,1.4,0.308,1.4,4.1,0.351,0.38,0.6,1.2,0.455,0.9,4,4.9,2.9,0.7,0.2,1,1.6,4.8,"9.6",".392",".260",".220","5.6","27.3","16.0","25.4","2.0","1.2","14.1","18.3","-0.2","0.2","0.0",".002","-4.6","0.7","-4.0","-0.1"
"253","253","DaQuan Jeffries","SG",26,17,0,2.7,0.4,1,0.353,0.1,0.6,0.2,0.2,0.4,0.571,0.412,0,0.1,0,0,0.3,0.3,0.3,0,0.1,0.2,0.1,0.8,"3.1",".391",".588",".118","0.0","12.2","6.1","14.9","0.0","2.0","14.4","19.6","-0.1","0.0","-0.1","-0.087","-5.6","-2.5","-8.1","-0.1"
"254","254","Trey Jemison","C",24,25,14,22.9,3,5.4,0.551,0,0,NA,3,5.4,0.551,0.551,0.8,1,0.84,2.6,2.8,5.4,1.1,0.5,1.1,1.4,2.8,6.8,"11.8",".582",".000",".184","11.7","13.9","12.8","7.1","1.0","4.6","18.8","13.5","0.3","0.6","0.9",".073","-4.7","-0.4","-5.1","-0.5"
"255","255","Ty Jerome","SG",26,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,NA,0.5,0,0.5,1.5,0,0,0.5,1,2,"7.6",".500",".250",".000","7.6","0.0","3.7","27.3","0.0","0.0","20.0","14.7","0.0","0.0","0.0",".040","-4.1","-0.8","-4.9","0.0"
"256","256","Isaiah Joe","SG",24,78,1,18.5,2.8,6.2,0.458,1.9,4.5,0.416,1,1.7,0.568,0.609,0.6,0.7,0.865,0.4,1.9,2.3,1.3,0.6,0.3,0.6,1.1,8.2,"13.4",".626",".728",".107","2.6","11.0","6.9","8.9","1.5","1.4","8.5","16.6","1.9","1.6","3.5",".116","1.1","-0.3","0.9","1.0"
"257","257","Cameron Johnson","PF",27,58,47,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1,1.8,13.4,"14.5",".582",".570",".176","3.7","13.8","8.6","12.9","1.5","0.8","7.9","19.6","2.0","1.3","3.3",".100","0.9","-0.5","0.4","1.0"
"258","258","Jalen Johnson","SF",22,56,52,33.7,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9,0.574,0.562,1.9,2.6,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16,"16.3",".584",".285",".209","4.1","24.8","14.1","15.4","1.7","2.2","11.6","19.1","2.1","1.7","3.8",".098","0.4","0.8","1.2","1.5"
"259","259","James Johnson","PF",36,9,0,5.2,0.3,1.1,0.3,0,0.2,0,0.3,0.9,0.375,0.3,0.2,0.2,1,0.1,0.3,0.4,0.9,0.6,0.1,0.6,1,0.9,"5.0",".368",".200",".200","2.4","7.2","4.8","18.6","5.0","1.7","31.5","14.2","-0.1","0.1","0.0","-0.050","-8.0","2.2","-5.8","0.0"
"260","260","Keldon Johnson","SF",24,69,27,29.5,5.7,12.5,0.454,1.8,5.3,0.346,3.8,7.2,0.533,0.527,2.5,3.2,0.792,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2,15.7,"14.2",".565",".426",".256","5.0","15.1","10.0","14.2","1.2","0.8","9.4","21.9","1.5","1.5","3.0",".071","-0.3","-1.4","-1.7","0.2"
"261","261","Keon Johnson","SG",21,5,0,12.2,1.6,4.2,0.381,0.8,2,0.4,0.8,2.2,0.364,0.476,2.2,2.4,0.917,0.6,0.8,1.4,0.6,0.6,0.2,1,1,6.2,"13.1",".590",".476",".571","5.2","7.4","6.3","6.9","2.4","1.5","16.0","22.2","0.0","0.1","0.1",".068","-1.6","-1.1","-2.7","0.0"
"262","262","Keyontae Johnson","SF",23,9,0,7.3,0.6,1.8,0.313,0.1,0.3,0.333,0.4,1.4,0.308,0.344,0,0,NA,0.4,0.7,1.1,0.4,0.1,0,0.4,0.6,1.2,"1.6",".344",".188",".000","7.0","9.8","8.4","7.2","0.7","0.0","20.0","13.1","-0.1","0.1","-0.1","-0.068","-7.5","-2.2","-9.8","-0.1"
"263","263","Nikola Jokić","C",28,79,79,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9,1.4,0.9,3,2.5,26.4,"31.0",".650",".164",".310","9.3","29.6","19.8","42.0","2.0","2.1","12.9","29.3","12.0","5.1","17.0",".299","9.0","4.2","13.2","10.6"
"264","264","Colby Jones","SG",21,30,0,6.4,0.9,2.4,0.394,0.1,0.7,0.091,0.9,1.6,0.531,0.408,0.2,0.4,0.545,0.6,0.8,1.3,0.7,0.2,0.2,0.3,1,2.1,"8.9",".422",".310",".155","9.7","13.7","11.7","13.9","1.8","2.4","11.6","19.1","-0.2","0.2","0.0",".007","-5.4","0.4","-5.0","-0.1"
"265","265","Damian Jones","C",28,39,0,6.9,1.1,1.8,0.597,0.1,0.4,0.214,1,1.5,0.69,0.618,0.5,0.5,0.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7,"15.8",".659",".194",".292","8.4","17.3","12.9","7.9","1.3","4.3","13.8","15.4","0.4","0.4","0.8",".150","-1.7","1.2","-0.5","0.1"
"266","266","Derrick Jones Jr.","SF",26,76,66,23.5,3.1,6.5,0.483,1.1,3.1,0.343,2.1,3.4,0.613,0.566,1.3,1.8,0.713,1.1,2.2,3.3,1,0.7,0.7,0.9,1.6,8.6,"11.7",".592",".483",".275","5.0","10.3","7.7","5.5","1.4","2.5","10.5","14.9","1.5","1.6","3.1",".083","-1.3","-0.3","-1.5","0.2"
"267","267","Herbert Jones","SF",25,76,76,30.5,3.9,7.7,0.498,1.5,3.6,0.418,2.4,4.1,0.568,0.595,1.8,2.1,0.867,1,2.6,3.6,2.6,1.4,0.8,1.2,2.9,11,"13.2",".636",".464",".269","3.6","9.4","6.5","11.3","2.2","2.6","12.4","14.1","3.3","3.0","6.3",".131","-0.9","1.5","0.6","1.6"
"268","268","Mason Jones","SG",25,5,0,5.6,0.4,1.6,0.25,0.4,1.4,0.286,0,0.2,0,0.375,0.2,0.4,0.5,0.2,0.8,1,1,0.2,0,0.4,0.6,1.4,"5.8",".394",".875",".250","3.9","16.4","10.0","21.7","1.7","0.0","18.4","16.6","0.0","0.0","0.0","-0.018","-5.4","0.0","-5.5","0.0"
"269","269","Tre Jones","PG",24,77,48,27.8,3.9,7.8,0.505,0.8,2.5,0.335,3.1,5.3,0.584,0.558,1.3,1.5,0.856,0.8,3,3.8,6.2,1,0.1,1.5,1.2,10,"14.7",".591",".318",".197","2.9","11.8","7.3","30.8","1.7","0.3","15.1","15.2","3.4","1.6","4.9",".111","-0.4","0.1","-0.4","0.9"
"270","270","Tyus Jones","PG",27,66,66,29.3,4.9,10.1,0.489,1.6,3.9,0.414,3.3,6.2,0.537,0.569,0.5,0.6,0.8,0.3,2.4,2.7,7.3,1.1,0.3,1,0.7,12,"16.5",".578",".384",".060","1.1","9.0","5.0","34.6","1.7","0.8","8.8","16.3","3.9","0.7","4.5",".113","1.5","-0.9","0.7","1.3"
"271","271","DeAndre Jordan","C",35,36,2,11,1.6,2.6,0.624,0,0,NA,1.6,2.6,0.624,0.624,0.7,1.5,0.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9,"16.0",".610",".000",".570","15.6","28.0","22.0","8.5","0.8","3.4","16.5","15.4","0.6","0.6","1.2",".147","-1.7","-0.1","-1.7","0.0"
"272","272","Cory Joseph","PG",32,26,0,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.4,0.8,0.455,0.461,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1,2.4,"6.2",".470",".656",".109","2.2","8.6","5.5","17.2","0.7","0.9","15.2","11.3","0.0","0.2","0.2",".034","-4.0","-0.7","-4.7","-0.2"
"273","273","Nikola Jović","PF",20,46,38,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.568,0.7,1,0.702,0.5,3.6,4.2,2,0.5,0.3,0.9,1.8,7.7,"12.8",".583",".580",".167","3.1","21.3","12.1","14.7","1.4","1.5","12.2","17.1","0.6","1.3","1.9",".103","-0.9","1.3","0.3","0.5"
"274","274","Johnny Juzang","SG",22,20,5,18.6,2.6,5.5,0.464,1.6,3.9,0.416,1,1.7,0.576,0.609,0.5,0.7,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2,"9.6",".620",".700",".127","2.1","8.5","5.3","8.4","0.5","0.5","10.1","14.5","0.4","0.0","0.4",".047","-1.5","-2.2","-3.7","-0.2"
"275","275","Luke Kennard","SG",27,39,22,25.6,3.6,8.1,0.448,2.7,6.1,0.45,0.9,2,0.442,0.617,1,1.2,0.889,0.3,2.6,2.9,3.5,0.5,0.1,1.4,1,11,"13.1",".641",".756",".143","1.2","11.6","6.2","20.8","1.0","0.2","13.9","16.7","1.4","0.7","2.1",".099","0.6","-0.9","-0.3","0.4"
"276","276","Walker Kessler","C",22,64,22,23.3,3.6,5.5,0.654,0.1,0.3,0.211,3.5,5.2,0.68,0.66,0.9,1.5,0.602,2.6,4.9,7.5,0.9,0.5,2.4,1,2.1,8.1,"18.0",".663",".054",".266","12.3","23.1","17.7","5.6","1.0","9.2","14.4","12.8","2.4","1.7","4.1",".131","-0.4","1.3","0.9","1.1"
"277","277","Braxton Key","SF",26,20,0,3,0.4,0.9,0.412,0.1,0.3,0.4,0.3,0.6,0.417,0.471,0.3,0.4,0.75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,0.3,1.1,"16.5",".536",".294",".471","5.7","26.9","16.6","18.8","1.7","1.4","4.6","15.7","0.1","0.1","0.2",".180","0.5","1.6","2.1","0.1"
"278","278","Corey Kispert","SF",24,80,22,25.8,4.8,9.9,0.486,2.3,6,0.383,2.5,3.9,0.643,0.602,1.4,2,0.726,0.4,2.4,2.8,2,0.5,0.2,1.2,1.8,13.4,"12.8",".620",".605",".198","1.5","10.3","5.8","10.7","0.9","0.6","10.2","19.6","1.7","0.4","2.1",".048","-0.2","-2.0","-2.1","-0.1"
"279","279","Maxi Kleber","C",32,43,7,20.3,1.5,3.4,0.432,0.7,2.1,0.348,0.7,1.3,0.574,0.541,0.8,1.1,0.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4,"8.8",".573",".630",".322","3.8","14.1","9.0","9.5","0.9","3.0","14.4","9.6","0.6","0.8","1.4",".080","-2.3","1.0","-1.3","0.2"
"280","280","Kevin Knox","SF",24,31,11,18.1,2.8,6,0.462,1,3,0.33,1.8,3,0.598,0.546,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,"9.9",".570",".505",".118","3.5","11.5","7.5","5.9","1.1","1.1","10.1","16.6","0.1","0.2","0.4",".033","-2.8","-1.8","-4.6","-0.4"
"281","281","John Konchar","SF",27,55,23,21.3,1.6,3.8,0.423,0.7,2.2,0.317,0.9,1.6,0.568,0.514,0.4,0.5,0.84,1.3,3.4,4.7,2,0.9,0.9,0.8,1.4,4.3,"11.4",".537",".577",".120","6.5","18.0","12.0","13.0","2.1","4.1","17.4","9.7","0.5","1.7","2.2",".091","-2.6","2.2","-0.4","0.5"
"282","282","Furkan Korkmaz","SG",26,35,0,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.5,1,0.444,0.487,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,"9.2",".519",".526",".263","1.4","9.7","5.5","11.0","2.3","0.9","10.5","13.6","0.0","0.3","0.4",".057","-3.2","0.4","-2.7","-0.1"
"283","283","Luke Kornet","C",28,63,7,15.6,2.3,3.2,0.7,0,0,1,2.2,3.2,0.698,0.702,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1,0.3,1.2,5.3,"19.8",".736",".005",".266","13.5","15.1","14.3","8.9","1.2","5.5","8.5","11.0","3.5","1.6","5.1",".248","1.6","1.8","3.4","1.3"
"284","284","Vit Krejci","PG",23,22,14,24.6,2.3,4.7,0.49,1.3,3.1,0.412,1,1.6,0.639,0.625,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,"8.4",".633",".654",".058","2.1","8.6","5.2","11.6","1.2","1.0","15.8","9.8","0.5","0.1","0.6",".056","-3.3","-0.4","-3.7","-0.2"
"285","285","Jonathan Kuminga","PF",21,74,46,26.3,6.2,11.6,0.529,0.7,2.2,0.321,5.4,9.4,0.578,0.56,3,4,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1,"17.0",".598",".191",".347","5.2","14.4","9.8","12.5","1.4","1.7","10.9","24.1","2.7","1.9","4.6",".113","0.0","-0.4","-0.4","0.8"
"286","286","Kyle Kuzma","PF",28,70,70,32.6,8.7,18.8,0.463,2.2,6.4,0.336,6.5,12.3,0.53,0.521,2.7,3.4,0.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.2,"15.7",".547",".343",".183","2.8","19.3","10.9","20.7","0.8","1.8","11.9","29.7","-1.0","1.1","0.2",".004","0.5","-1.6","-1.1","0.5"
"287","287","Jock Landale","C",28,56,3,13.6,1.9,3.7,0.515,0.2,0.7,0.25,1.7,3,0.578,0.539,0.9,1.2,0.8,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,4.9,"15.6",".584",".194",".316","12.2","11.9","12.1","11.8","1.3","4.0","11.7","14.8","1.4","0.9","2.3",".146","-0.5","0.4","-0.1","0.4"
"288","288","Jake LaRavia","PF",22,35,6,23,3.4,8.7,0.389,1.5,4.5,0.34,1.9,4.2,0.442,0.477,2.6,3.1,0.826,1.5,2.2,3.7,1.7,0.8,0.3,1.3,2,10.8,"12.6",".540",".515",".360","6.7","10.9","8.7","11.1","1.8","1.4","11.4","21.1","0.3","0.8","1.0",".062","-1.4","-1.0","-2.5","-0.1"
"289","289","Zach LaVine","SG",28,25,23,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,"15.1",".578",".449",".274","1.0","15.8","8.3","16.8","1.2","0.9","11.0","23.8","0.8","0.6","1.5",".080","0.8","-0.7","0.1","0.5"
"290","290","A.J. Lawson","SG",23,42,0,7.4,1.3,2.9,0.446,0.3,1.2,0.26,1,1.7,0.577,0.5,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2,"11.2",".519",".413",".190","4.9","12.6","8.8","8.9","1.5","0.8","9.6","20.0","0.0","0.3","0.2",".036","-3.1","-1.5","-4.6","-0.2"
